lat,lon,altitude,delta_lat,delta_lon,distance,cumulative_distance,delta_altitude,gradient,color
47.751534,-122.217612,16.8,0.00012300000000209366,-0.00023300000000858745,29.28212116505512,3.022067031630936,0.1999999999999993,0.683010629157141,"[75, 194, 108, 255]"
47.75164,-122.21785,16.7,0.00010600000000238197,-0.00023799999999596366,28.955922235908595,3.0510229538668447,-0.10000000000000142,-0.3453524953730888,"[73, 193, 109, 255]"
47.751738,-122.218105,16.7,9.800000000126374e-05,-0.00025499999999567535,30.36129530446166,3.081384249171306,0.0,0.0,"[73, 193, 109, 255]"
47.751856,-122.21837,16.9,0.00011799999999340116,-0.0002649999999988495,32.23969796164445,3.1136239471329508,0.1999999999999993,0.6203532062798452,"[79, 195, 105, 255]"
47.75197,-122.218627,17.2,0.00011400000000350019,-0.0002570000000048367,31.24666610822681,3.1448706132411774,0.3000000000000007,0.9601024280827674,"[89, 199, 100, 255]"
47.75205,-122.218901,16.9,7.999999999697138e-05,-0.0002740000000045484,31.723517406343795,3.1765941306475214,-0.3000000000000007,-0.9456706712478526,"[79, 195, 105, 255]"
47.752142,-122.21915,17.2,9.200000000220143e-05,-0.00024899999999661304,29.502119168094257,3.206096249815616,0.3000000000000007,1.0168761040204957,"[89, 199, 100, 255]"
47.75225,-122.219424,17.9,0.00010799999999733245,-0.0002740000000045484,32.732275185926355,3.2388285250015425,0.6999999999999993,2.1385620034777566,"[116, 208, 84, 255]"
47.752297,-122.219663,17.8,4.700000000212867e-05,-0.0002389999999934389,27.07096011261262,3.265899485114155,-0.09999999999999787,-0.36939953213335386,"[114, 207, 85, 255]"
47.752377,-122.219902,18.6,8.000000000407681e-05,-0.00023900000000764976,28.010776486210865,3.293910261600366,0.8000000000000007,2.8560436387539077,"[146, 215, 65, 255]"
47.752426,-122.220173,18.6,4.899999999707916e-05,-0.0002709999999979118,30.60704297644198,3.324517304576808,0.0,0.0,"[146, 215, 65, 255]"
47.752466,-122.220442,18.7,3.999999999848569e-05,-0.0002690000000029613,30.225108743504357,3.354742413320312,0.09999999999999787,0.3308507534203289,"[151, 216, 62, 255]"
47.752501,-122.220747,18.4,3.500000000400405e-05,-0.0003049999999973352,34.11985400741969,3.388862267327732,-0.3000000000000007,-0.8792534690645594,"[139, 213, 70, 255]"
47.752535,-122.22105,18.3,3.399999999942338e-05,-0.0003030000000023847,33.88646153206514,3.422748728859797,-0.09999999999999787,-0.29510310454035643,"[134, 212, 73, 255]"
47.752545,-122.221365,17.7,9.999999996068709e-06,-0.0003150000000005093,35.026421668667744,3.4577751505284646,-0.6000000000000014,-1.712992567941134,"[109, 206, 88, 255]"
47.752558,-122.221658,17.2,1.3000000002705292e-05,-0.00029299999999921056,32.59576327366691,3.4903709138021313,-0.5,-1.533941683776843,"[89, 199, 100, 255]"
47.752575,-122.221959,17.2,1.699999999971169e-05,-0.00030099999999322335,33.506150624253735,3.523877064426385,0.0,0.0,"[89, 199, 100, 255]"
47.752582,-122.222313,16.9,6.999999996537554e-06,-0.00035400000000151977,39.35089707185666,3.563227961498242,-0.3000000000000007,-0.7623714383237213,"[79, 195, 105, 255]"
47.752593,-122.222533,16.8,1.100000000064938e-05,-0.00021999999999877673,24.481124146692473,3.587709085644934,-0.09999999999999787,-0.40847797429885746,"[75, 194, 108, 255]"
47.752641,-122.222801,17.9,4.7999999999603915e-05,-0.00026800000000548607,30.25921284645289,3.617968298491387,1.0999999999999979,3.6352564938877596,"[116, 208, 84, 255]"
47.752631,-122.223138,16.9,-9.999999996068709e-06,-0.0003370000000018081,37.47032883782621,3.6554386273292137,-1.0,-2.6687782867560594,"[79, 195, 105, 255]"
47.7526,-122.223342,15.2,-3.0999999999892225e-05,-0.00020399999999654028,22.932637891849666,3.6783712652210627,-1.6999999999999993,-7.413015493538948,"[36, 170, 130, 255]"
47.752611,-122.223666,15.5,1.100000000064938e-05,-0.00032399999999199736,36.02978282950454,3.7144010480505676,0.3000000000000007,0.832644485867766,"[41, 175, 127, 255]"
47.752672,-122.223961,17.4,6.099999999520378e-05,-0.0002950000000083719,33.47959765924987,3.7478806457098175,1.8999999999999986,5.6750980681963465,"[98, 202, 95, 255]"
47.752657,-122.224309,18.3,-1.4999999997655777e-05,-0.00034800000000245745,38.712283883799294,3.786592929593617,0.9000000000000021,2.3248434597697374,"[134, 212, 73, 255]"
47.752657,-122.224596,17.6,0.0,-0.00028700000000014825,31.896893000016476,3.8184898225936337,-0.6999999999999993,-2.194571113868795,"[105, 204, 91, 255]"
47.752699,-122.22491,16.9,4.2000000000541604e-05,-0.0003139999999888232,35.20844228092779,3.8536982648745615,-0.7000000000000028,-1.9881595283730822,"[79, 195, 105, 255]"
47.752729,-122.225208,16.1,3.0000000002416982e-05,-0.0002980000000007976,33.28682627122398,3.8869850911457857,-0.7999999999999972,-2.4033531868779767,"[54, 184, 119, 255]"
47.752798,-122.225479,15.0,6.8999999996322e-05,-0.00027100000001212265,31.079599584481947,3.9180646907302674,-1.1000000000000014,-3.5392991373969687,"[33, 167, 132, 255]"
47.752888,-122.225784,12.6,9.000000000014552e-05,-0.0003049999999973352,35.34237674614386,3.9534070674764115,-2.4000000000000004,-6.7907147763113,"[38, 128, 142, 255]"
47.752954,-122.226044,13.0,6.600000000389628e-05,-0.0002599999999972624,29.812609488245833,3.9832196769646577,0.40000000000000036,1.3417141500401286,"[35, 135, 141, 255]"
47.753035,-122.226311,13.9,8.099999999444663e-05,-0.0002669999999938,31.009573511866346,4.014229250476523,0.9000000000000004,2.9023295004544316,"[31, 150, 139, 255]"
47.753103,-122.226573,13.0,6.800000000595219e-05,-0.00026200000000642376,30.08317382868044,4.044312424305204,-0.9000000000000004,-2.9917056129960797,"[35, 135, 141, 255]"
47.753163,-122.226868,12.5,5.999999999772854e-05,-0.00029499999999416104,33.457269496623695,4.077769693801828,-0.5,-1.494443532071429,"[39, 126, 142, 255]"
47.753338,-122.226988,18.7,0.00017499999999870397,-0.00012000000000966793,23.58269018583508,4.101352383987663,6.199999999999999,26.290469624725098,"[151, 216, 62, 255]"
47.75339,-122.227292,17.8,5.200000000371574e-05,-0.00030399999999985994,34.27696851790195,4.135629352505565,-0.8999999999999986,-2.625669768696005,"[114, 207, 85, 255]"
47.753442,-122.227589,16.2,5.199999999661031e-05,-0.00029699999998911153,33.510389773916835,4.169139742279483,-1.6000000000000014,-4.774638584614071,"[57, 185, 118, 255]"
47.75355,-122.227876,16.6,0.00010799999999733245,-0.00028700000000014825,34.08055281417141,4.203220295093654,0.40000000000000213,1.1736898816784267,"[69, 191, 111, 255]"
47.753618,-122.228176,14.7,6.800000000595219e-05,-0.00030000000000995897,34.187483670286554,4.237407778763941,-1.9000000000000021,-5.55758949188575,"[31, 162, 134, 255]"
47.753731,-122.228453,15.1,0.00011299999999891952,-0.0002769999999969741,33.248583675867096,4.270656362439808,0.40000000000000036,1.2030587645462125,"[35, 168, 131, 255]"
47.753822,-122.228748,13.6,9.099999999762076e-05,-0.00029499999999416104,34.31046516600038,4.304966827605808,-1.5,-4.371843962892146,"[32, 144, 140, 255]"
47.753883,-122.229044,12.9,6.100000000230921e-05,-0.00029600000000584714,33.5884417458508,4.33855526935166,-0.6999999999999993,-2.0840502375686145,"[36, 133, 141, 255]"
47.753975,-122.229322,12.8,9.1999999995096e-05,-0.00027799999999444935,32.544566005277176,4.371099835356937,-0.09999999999999964,-0.30727095879473215,"[36, 132, 141, 255]"
47.754067,-122.229606,12.7,9.200000000220143e-05,-0.0002840000000077225,33.17829572034561,4.404278131077283,-0.10000000000000142,-0.3014018587418864,"[37, 130, 142, 255]"
47.754148,-122.229864,12.4,8.100000000155205e-05,-0.00025800000000231194,30.05380224058124,4.434331933317863,-0.29999999999999893,-0.9982098025351115,"[39, 125, 142, 255]"
